pi[71,3]	307201	308000
pi[71,4]	308001	308800
pi[72,1]	308801	309600
pi[72,2]	309601	310400
pi[72,3]	310401	311200
pi[72,4]	311201	312000
pi[73,1]	312001	312800
pi[73,2]	312801	313600
pi[73,3]	313601	314400
pi[73,4]	314401	315200
pi[74,1]	315201	316000
pi[74,2]	316001	316800
pi[74,3]	316801	317600
pi[74,4]	317601	318400
pi[75,1]	318401	319200
pi[75,2]	319201	320000
pi[75,3]	320001	320800
pi[75,4]	320801	321600
pi[76,1]	321601	322400
pi[76,2]	322401	323200
pi[76,3]	323201	324000
pi[76,4]	324001	324800
pi[77,1]	324801	325600
pi[77,2]	325601	326400
pi[77,3]	326401	327200
pi[77,4]	327201	328000
pi[78,1]	328001	328800
pi[78,2]	328801	329600
pi[78,3]	329601	330400
pi[78,4]	330401	331200
pi[79,1]	331201	332000
pi[79,2]	332001	332800
pi[79,3]	332801	333600
pi[79,4]	333601	334400
pi[80,1]	334401	335200
pi[80,2]	335201	336000
pi[80,3]	336001	336800
pi[80,4]	336801	337600
pi[81,1]	337601	338400
pi[81,2]	338401	339200
pi[81,3]	339201	340000
pi[81,4]	340001	340800
pi[82,1]	340801	341600
pi[82,2]	341601	342400
pi[82,3]	342401	343200
pi[82,4]	343201	344000
pi[83,1]	344001	344800
pi[83,2]	344801	345600
pi[83,3]	345601	346400
pi[83,4]	346401	347200
pi[84,1]	347201	348000
pi[84,2]	348001	348800
pi[84,3]	348801	349600
pi[84,4]	349601	350400
pi[85,1]	350401	351200
pi[85,2]	351201	352000
pi[85,3]	352001	352800
pi[85,4]	352801	353600
pi[86,1]	353601	354400
pi[86,2]	354401	355200
pi[86,3]	355201	356000
pi[86,4]	356001	356800
pi[87,1]	356801	357600
pi[87,2]	357601	358400
pi[87,3]	358401	359200
pi[87,4]	359201	360000
pi[88,1]	360001	360800
pi[88,2]	360801	361600
pi[88,3]	361601	362400
pi[88,4]	362401	363200
pi[89,1]	363201	364000
pi[89,2]	364001	364800
pi[89,3]	364801	365600
pi[89,4]	365601	366400
pi[90,1]	366401	367200
pi[90,2]	367201	368000
pi[90,3]	368001	368800
pi[90,4]	368801	369600
pi[91,1]	369601	370400
pi[91,2]	370401	371200
pi[91,3]	371201	372000
pi[91,4]	372001	372800
pi[92,1]	372801	373600
pi[92,2]	373601	374400
pi[92,3]	374401	375200
pi[92,4]	375201	376000
pi[93,1]	376001	376800
pi[93,2]	376801	377600
pi[93,3]	377601	378400
pi[93,4]	378401	379200
pi[94,1]	379201	380000
pi[94,2]	380001	380800
pi[94,3]	380801	381600
pi[94,4]	381601	382400
pi[95,1]	382401	383200
pi[95,2]	383201	384000
pi[95,3]	384001	384800
pi[95,4]	384801	385600
pi[96,1]	385601	386400
pi[96,2]	386401	387200
pi[96,3]	387201	388000
pi[96,4]	388001	388800
pi[97,1]	388801	389600
pi[97,2]	389601	390400
pi[97,3]	390401	391200
pi[97,4]	391201	392000
pi[98,1]	392001	392800
pi[98,2]	392801	393600
pi[98,3]	393601	394400
pi[98,4]	394401	395200
pi[99,1]	395201	396000
pi[99,2]	396001	396800
pi[99,3]	396801	397600
pi[99,4]	397601	398400
pi[100,1]	398401	399200
pi[100,2]	399201	400000
pi[100,3]	400001	400800
pi[100,4]	400801	401600
q[1]	401601	402400
q[2]	402401	403200
q[3]	403201	404000
q[4]	404001	404800
w	404801	405600
