Site,ID,standard.length,relative.otolith.area,relative.otolith.length,relative.otolith.width,relative.otolith.perimeter,Aspect ratio,Rectangularity,Roundness,Form factor,Ellipticity,Circularity,Altitude,Average river gradient,Latitude,Annual average temperature
ZYZ,170811043,112.57,1.488692043,1.564343827,1.210200652,4.49994815,1.292631783,0.786348879,0.774551965,0.923846274,0.127640115,13.6022312,3400,7.2429,29,6.5
ZYZ,170811044,105.12,1.672327454,1.630838034,1.309521223,4.912270132,1.245369686,0.783065241,0.800589289,0.870896813,0.109278079,14.42923023,3400,7.2429,29,6.5
ZYZ,170811045,106.08,1.555773532,1.634116943,1.226476063,4.660119539,1.332367579,0.776254569,0.741805812,0.900247924,0.142502229,13.95878878,3400,7.2429,29,6.5
ZYZ,170811046,94.31,1.570641538,1.650520808,1.26992007,4.705195837,1.299704483,0.749341332,0.734083039,0.891520912,0.130323042,14.09543001,3400,7.2429,29,6.5
ZYZ,170811047,106.26,1.533875753,1.738470429,1.234066905,4.764727573,1.408732721,0.71496399,0.646198113,0.849031684,0.169687868,14.80082647,3400,7.2429,29,6.5
ZYZ,170811048,106.31,1.578272044,1.64403555,1.259388443,4.674601956,1.305423723,0.762273735,0.743480486,0.907616651,0.132480515,13.84546063,3400,7.2429,29,6.5
ZYZ,170811049,109.67,1.577175275,1.697015018,1.217239121,4.768159406,1.394150902,0.763516405,0.697298462,0.871742645,0.164630768,14.41522986,3400,7.2429,29,6.5
ZYZ,170811050,105.12,1.688940258,1.693476423,1.265215609,4.807305374,1.338488405,0.788262002,0.749835672,0.918376433,0.144746668,13.68324596,3400,7.2429,29,6.5
ZYZ,170811051,105.14,1.511049476,1.617907412,1.256898394,4.6125451,1.287222117,0.743061652,0.734990074,0.892498094,0.125576836,14.07999714,3400,7.2429,29,6.5
ZYZ,170811052,94.52,1.276796315,1.493484337,1.106518076,4.193989147,1.349715264,0.772613754,0.728836971,0.9121723,0.148833039,13.77631245,3400,7.2429,29,6.5
ZYZ,170811053,99.28,2.220588223,1.940152311,1.461573204,5.523088172,1.327441079,0.783089922,0.751115112,0.914774276,0.140687162,13.73712723,3400,7.2429,29,6.5
ZYZ,170811054,100.78,1.628581802,1.628163005,1.31632317,4.756546579,1.236902185,0.75988727,0.782211022,0.904556989,0.105906368,13.89229287,3400,7.2429,29,6.5
ZYZ,170811055,90.89,1.850386809,1.801709911,1.365445286,5.099048883,1.319503556,0.752148084,0.725776509,0.894322252,0.137746526,14.05127803,3400,7.2429,29,6.5
ZYZ,170811056,103.54,1.483670271,1.495434761,1.247521082,4.501396198,1.198725042,0.795283605,0.844719598,0.920137603,0.090381943,13.65705583,3400,7.2429,29,6.5
ZYZ,170811057,104.16,1.666047346,1.690151338,1.257972404,4.860738747,1.343551999,0.783593151,0.742585168,0.886120215,0.146594571,14.18133838,3400,7.2429,29,6.5
ZYZ,170811058,96.01,1.343075718,1.476234652,1.175637211,4.337319122,1.255688947,0.773876713,0.784693085,0.89715526,0.113352928,14.00690736,3400,7.2429,29,6.5
ZYZ,170811059,92.77,1.428288933,1.637217357,1.141531657,4.465434031,1.434228606,0.764225933,0.678443224,0.900116203,0.178384481,13.96083147,3400,7.2429,29,6.5
ZYZ,170811060,103.8,1.25868335,1.497131833,1.097152036,4.189186887,1.364561869,0.766283774,0.715000782,0.901294831,0.154177344,13.94257481,3400,7.2429,29,6.5
ZYZ,170811061,94.47,1.4892099,1.636566101,1.204683785,4.562451491,1.358502639,0.755351853,0.707944042,0.899019804,0.152004341,13.97785739,3400,7.2429,29,6.5
ZYZ,170811062,90.9,1.452814025,1.548765646,1.191499337,4.526472094,1.299845999,0.787282344,0.771167519,0.89104614,0.130376555,14.10294041,3400,7.2429,29,6.5
ZYZ,170811063,96.79,1.328483941,1.506539918,1.1205901,4.280165635,1.344416587,0.786916921,0.745255416,0.911265695,0.146909295,13.7900183,3400,7.2429,29,6.5
ZYZ,170811064,100.61,1.446386153,1.583026348,1.167386828,4.546449274,1.356042667,0.78267475,0.734882808,0.879324998,0.151118939,14.29092843,3400,7.2429,29,6.5
ZYZ,170811065,94.04,1.675566828,1.735064369,1.233875809,4.92173237,1.406190442,0.782662837,0.70866452,0.869231846,0.168810596,14.45686864,3400,7.2429,29,6.5
ZYZ,170811066,92.78,1.552934797,1.61574564,1.252183947,4.663771429,1.290342081,0.767559581,0.757386142,0.897198565,0.126767998,14.00623129,3400,7.2429,29,6.5
ZYZ,170811067,102.71,1.607306762,1.688999001,1.231500178,4.780625676,1.371497164,0.772742681,0.717381388,0.883769799,0.156650899,14.21905413,3400,7.2429,29,6.5
